CustomerID,FirstName,LastName,Email,City,JoinDate
398,Jane,Lee,user398@example.com,Phoenix,2021-07-19
399,John,Taylor,user399@example.com,New York,2017-11-29
400,Mike,Wilson,user400@example.com,Chicago,2016-02-18
401,Bob,Taylor,user401@example.com,New York,2018-05-30
402,Jane,Brown,user402@example.com,Los Angeles,2018-07-28
403,John,Wilson,user403@example.com,Houston,2015-08-13
404,Bob,Brown,user404@example.com,Los Angeles,2019-01-20
405,Mike,Taylor,user405@example.com,Los Angeles,2018-03-23
406,Bob,Lee,user406@example.com,Houston,2021-05-16
407,John,Brown,user407@example.com,Phoenix,2018-10-08
408,Sara,Wilson,user408@example.com,New York,2022-08-08
409,Sara,Wilson,user409@example.com,Chicago,2016-09-12
410,Bob,Brown,user410@example.com,Los Angeles,2022-03-05
411,Alice,Wilson,user411@example.com,Los Angeles,2021-12-11
412,Bob,Lee,user412@example.com,Chicago,2017-10-04
413,Jane,Lee,user413@example.com,New York,2020-05-22
414,Jane,Wilson,user414@example.com,Los Angeles,2018-05-06
415,Sara,Brown,user415@example.com,Chicago,2018-07-23
416,Alice,Taylor,user416@example.com,Los Angeles,2018-04-10
417,John,Wilson,user417@example.com,Phoenix,2022-10-02
418,Jane,Wilson,user418@example.com,Phoenix,2016-05-22
419,Sara,Wilson,user419@example.com,Los Angeles,2016-02-09
420,Mike,Wilson,user420@example.com,Los Angeles,2018-07-18
421,Sara,Brown,user421@example.com,Phoenix,2020-05-12
422,Jane,Taylor,user422@example.com,Los Angeles,2022-09-20
423,Jane,Taylor,user423@example.com,New York,2016-10-25
424,Sara,Smith,user424@example.com,New York,2020-12-18
425,John,Wilson,user425@example.com,Houston,2019-07-08
426,Bob,Wilson,user426@example.com,New York,2018-11-09
427,Jane,Smith,user427@example.com,Los Angeles,2019-10-24
428,Sara,Taylor,user428@example.com,Los Angeles,2020-02-17
429,Sara,Doe,user429@example.com,Chicago,2018-08-12
430,Alice,Lee,user430@example.com,New York,2018-11-07
431,Bob,Doe,user431@example.com,Phoenix,2018-11-19
432,Mike,Taylor,user432@example.com,Phoenix,2019-04-27
433,John,Wilson,user433@example.com,Houston,2018-07-07
434,Mike,Doe,user434@example.com,Chicago,2015-10-08
435,Bob,Brown,user435@example.com,Phoenix,2021-10-03
436,Bob,Brown,user436@example.com,Houston,2018-04-30
437,Bob,Smith,user437@example.com,New York,2016-09-28
438,Mike,Taylor,user438@example.com,Chicago,2018-12-22
439,Bob,Taylor,user439@example.com,Chicago,2017-03-18
440,Sara,Doe,user440@example.com,Los Angeles,2021-07-23
441,Mike,Wilson,user441@example.com,New York,2016-03-04
442,Bob,Taylor,user442@example.com,Chicago,2018-11-16
443,Sara,Doe,user443@example.com,Houston,2022-02-07
444,Alice,Doe,user444@example.com,Phoenix,2021-09-15
445,Bob,Lee,user445@example.com,New York,2016-10-26
446,Mike,Lee,user446@example.com,New York,2017-01-19
447,Jane,Taylor,user447@example.com,Chicago,2016-09-28
448,Bob,Doe,user448@example.com,Chicago,2020-11-04
449,Jane,Smith,user449@example.com,Chicago,2016-05-29
450,Sara,Smith,user450@example.com,Houston,2017-09-30
451,Alice,Lee,user451@example.com,Los Angeles,2022-12-18
452,John,Taylor,user452@example.com,Chicago,2018-08-13
453,Alice,Wilson,user453@example.com,Los Angeles,2021-11-03
454,Bob,Smith,user454@example.com,Los Angeles,2018-09-28
455,Jane,Smith,user455@example.com,New York,2015-12-07
456,Jane,Lee,user456@example.com,Phoenix,2019-01-24
457,Mike,Lee,user457@example.com,Phoenix,2018-11-16
458,Jane,Taylor,user458@example.com,Houston,2019-04-10
459,Mike,Lee,user459@example.com,Houston,2019-04-24
460,Sara,Brown,user460@example.com,Phoenix,2021-10-04
461,John,Doe,user461@example.com,Phoenix,2021-08-25
462,Bob,Smith,user462@example.com,New York,2020-08-14
463,Mike,Brown,user463@example.com,New York,2022-05-19
464,John,Wilson,user464@example.com,Phoenix,2020-07-20
465,Jane,Brown,user465@example.com,Chicago,2015-11-12
466,Jane,Taylor,user466@example.com,Chicago,2020-01-20
467,John,Wilson,user467@example.com,New York,2018-01-06
468,Jane,Wilson,user468@example.com,Los Angeles,2016-06-14
469,Sara,Lee,user469@example.com,Phoenix,2021-07-30
470,Sara,Brown,user470@example.com,Houston,2020-02-03
471,John,Taylor,user471@example.com,Chicago,2016-10-23
472,Mike,Smith,user472@example.com,Los Angeles,2018-07-19
473,Mike,Lee,user473@example.com,Chicago,2018-05-04
474,John,Brown,user474@example.com,Los Angeles,2015-05-07
475,Mike,Smith,user475@example.com,Phoenix,2015-12-15
476,Mike,Brown,user476@example.com,Phoenix,2019-11-02
477,Sara,Lee,user477@example.com,Phoenix,2017-12-03
478,Mike,Smith,user478@example.com,New York,2022-08-21
479,Alice,Lee,user479@example.com,Los Angeles,2016-12-28
480,Bob,Brown,user480@example.com,Houston,2015-09-01
